GEOID,insured,uninsured,total
1400000US24017850600,3864,342,4206
1400000US24017850706,4693,404,5097
1400000US24017850708,4908,173,5081
1400000US24017850709,6360,766,7126
1400000US24017850710,5286,296,5582
1400000US24017850711,4374,421,4795
1400000US24017850712,5390,186,5576
1400000US24017850713,6228,467,6695
1400000US24017850801,4508,316,4824
1400000US24017850802,3366,454,3820
1400000US24017850901,5217,524,5741
1400000US24017850902,4762,817,5579
1400000US24017850904,5317,162,5479
1400000US24017850905,4054,354,4408
1400000US24017850906,4303,390,4693
1400000US24017851001,2561,171,2732
1400000US24017851002,8374,519,8893
1400000US24033800505,2325,324,2649
1400000US24033800507,2631,231,2862
1400000US24033800509,8369,416,8785
1400000US24033800511,4733,222,4955
1400000US24033800513,4972,395,5367
1400000US24033800514,4415,276,4691
1400000US24033800515,3685,307,3992
1400000US24033800516,3276,225,3501
1400000US24033800517,4690,270,4960
1400000US24033800518,2982,171,3153
1400000US24033800519,3668,304,3972
1400000US24033800520,1721,161,1882
1400000US24033800601,1889,141,2030
1400000US24033800604,1277,200,1477
1400000US24033800605,3785,426,4211
1400000US24033800606,4142,576,4718
1400000US24033800607,5717,495,6212
1400000US24033800608,3250,216,3466
1400000US24033800701,4762,203,4965
1400000US24033800704,4703,237,4940
1400000US24033800705,4049,301,4350
1400000US24033800706,3529,259,3788
1400000US24033800707,2522,69,2591
1400000US24033800800,3323,153,3476
1400000US24033800900,1309,151,1460
1400000US24033801003,3627,578,4205
1400000US24033801004,4040,130,4170
1400000US24033801005,3683,362,4045
1400000US24033801006,3716,359,4075
1400000US24033801104,2270,53,2323
1400000US24033801207,4155,214,4369
1400000US24033801208,3420,229,3649
1400000US24033801209,4137,251,4388
1400000US24033801210,3772,630,4402
1400000US24033801211,2862,78,2940
1400000US24033801212,2917,438,3355
1400000US24033801213,3208,375,3583
1400000US24033801214,3445,292,3737
1400000US24033801215,2131,153,2284
1400000US24033801216,2814,424,3238
1400000US24033801217,3207,318,3525
1400000US24033801302,2559,126,2685
1400000US24033801305,5010,490,5500
1400000US24033801307,3454,265,3719
1400000US24033801308,3641,261,3902
1400000US24033801309,3553,292,3845
1400000US24033801310,5677,203,5880
1400000US24033801311,5338,710,6048
1400000US24033801312,3012,379,3391
1400000US24033801313,2828,185,3013
1400000US24033801404,4057,719,4776
1400000US24033801405,3574,1533,5107
1400000US24033801406,2342,356,2698
1400000US24033801407,5655,585,6240
1400000US24033801408,3721,136,3857
1400000US24033801409,2596,316,2912
1400000US24033801410,3232,351,3583
1400000US24033801411,3186,236,3422
1400000US24033801500,1795,354,2149
1400000US24033801600,2164,250,2414
1400000US24033801701,3436,385,3821
1400000US24033801702,3371,497,3868
1400000US24033801704,5232,629,5861
1400000US24033801706,1284,381,1665
1400000US24033801707,4889,1151,6040
1400000US24033801708,2877,889,3766
1400000US24033801801,1860,365,2225
1400000US24033801802,2778,470,3248
1400000US24033801804,1701,330,2031
1400000US24033801805,2038,421,2459
1400000US24033801807,3896,398,4294
1400000US24033801808,3162,550,3712
1400000US24033801901,4575,341,4916
1400000US24033801904,2614,708,3322
1400000US24033801905,4373,691,5064
1400000US24033801906,1684,359,2043
1400000US24033801907,2956,293,3249
1400000US24033801908,3197,382,3579
1400000US24033802001,4714,741,5455
1400000US24033802002,3344,433,3777
1400000US24033802103,2750,181,2931
1400000US24033802104,1453,187,1640
1400000US24033802106,3325,656,3981
1400000US24033802107,3499,682,4181
1400000US24033802201,1314,324,1638
1400000US24033802203,3380,915,4295
1400000US24033802204,5228,581,5809
1400000US24033802301,3507,578,4085
1400000US24033802404,4060,389,4449
1400000US24033802405,3565,380,3945
1400000US24033802406,2026,301,2327
1400000US24033802407,3644,461,4105
1400000US24033802408,1237,272,1509
1400000US24033802501,2573,332,2905
1400000US24033802502,2195,392,2587
1400000US24033802600,2585,318,2903
1400000US24033802700,1883,462,2345
1400000US24033802803,4119,242,4361
1400000US24033802804,4859,487,5346
1400000US24033802805,4231,698,4929
1400000US24033802901,3284,427,3711
1400000US24033803001,2278,493,2771
1400000US24033803002,2599,135,2734
1400000US24033803100,2035,251,2286
1400000US24033803200,2526,507,3033
1400000US24033803300,3938,515,4453
1400000US24033803401,1111,310,1421
1400000US24033803402,3915,521,4436
1400000US24033803508,3767,821,4588
1400000US24033803509,2418,606,3024
1400000US24033803512,5284,595,5879
1400000US24033803513,3846,435,4281
1400000US24033803514,4189,177,4366
1400000US24033803516,4181,455,4636
1400000US24033803519,3577,338,3915
1400000US24033803520,3446,387,3833
1400000US24033803521,4225,398,4623
1400000US24033803522,3431,206,3637
1400000US24033803523,3533,413,3946
1400000US24033803524,3427,314,3741
1400000US24033803525,2154,387,2541
1400000US24033803526,3034,313,3347
1400000US24033803527,2904,308,3212
1400000US24033803601,3625,258,3883
1400000US24033803602,1713,183,1896
1400000US24033803605,5610,1354,6964
1400000US24033803606,4446,507,4953
1400000US24033803607,3194,279,3473
1400000US24033803608,4252,1030,5282
1400000US24033803610,2022,832,2854
1400000US24033803612,2517,466,2983
1400000US24033803613,3747,1092,4839
1400000US24033803700,2083,509,2592
1400000US24033803801,1900,608,2508
1400000US24033803803,4198,1101,5299
1400000US24033803900,2398,1736,4134
1400000US24033804001,4159,1080,5239
1400000US24033804002,2572,1371,3943
1400000US24033804101,2718,458,3176
1400000US24033804102,4817,1099,5916
1400000US24033804200,2676,224,2900
1400000US24033804300,2713,948,3661
1400000US24033804400,2046,570,2616
1400000US24033804600,2094,861,2955
1400000US24033804700,2621,943,3564
1400000US24033804801,1786,446,2232
1400000US24033804802,1569,1413,2982
1400000US24033804900,3249,634,3883
1400000US24033805000,4098,1444,5542
1400000US24033805101,2206,1611,3817
1400000US24033805201,3224,1175,4399
1400000US24033805202,2585,1039,3624
1400000US24033805500,2360,1855,4215
1400000US24033805601,2043,4715,6758
1400000US24033805602,1785,3927,5712
1400000US24033805700,3649,2341,5990
1400000US24033805801,2794,1774,4568
1400000US24033805802,2586,1610,4196
1400000US24033805904,2474,679,3153
1400000US24033805906,2003,1078,3081
1400000US24033805907,2315,1416,3731
1400000US24033805908,1707,1198,2905
1400000US24033805909,3435,1053,4488
1400000US24033806000,3348,2045,5393
1400000US24033806100,3276,715,3991
1400000US24033806200,3030,828,3858
1400000US24033806300,1433,544,1977
1400000US24033806400,3325,163,3488
1400000US24033806501,3466,1973,5439
1400000US24033806601,2748,1835,4583
1400000US24033806602,3618,1039,4657
1400000US24510110100,2663,508,3171
1400000US24510110200,4800,458,5258
1400000US24510120100,4641,104,4745
1400000US24510120201,2015,169,2184
1400000US24510120202,6652,356,7008
1400000US24510120300,2852,314,3166
1400000US24510120400,1115,232,1347
1400000US24510120500,1647,406,2053
1400000US24510120600,2164,355,2519
1400000US24510120700,1951,288,2239
1400000US24510130100,2245,425,2670
1400000US24510130200,3124,401,3525
1400000US24510130300,1906,258,2164
1400000US24510130400,1575,266,1841
1400000US24510130600,3393,493,3886
1400000US24510130700,4276,602,4878
1400000US24510130803,2278,225,2503
1400000US24510130804,1494,396,1890
1400000US24510130805,1013,67,1080
1400000US24510130806,1228,151,1379
1400000US24510140100,4983,174,5157
1400000US24510140200,2402,317,2719
1400000US24510140300,2095,354,2449
1400000US24510150100,2398,777,3175
1400000US24510150200,2305,469,2774
1400000US24510150300,1888,676,2564
1400000US24510150400,2956,423,3379
1400000US24510150500,1842,389,2231
1400000US24510150600,1851,531,2382
1400000US24510150701,1324,93,1417
1400000US24510150702,1508,337,1845
1400000US24510150800,3526,541,4067
1400000US24510150900,1891,455,2346
1400000US24510151000,3990,772,4762
1400000US24510151100,5862,1099,6961
1400000US24510151200,4369,539,4908
1400000US24510151300,4357,690,5047
1400000US24510160100,2034,455,2489
1400000US24510160200,2309,377,2686
1400000US24510160300,1309,152,1461
1400000US24510160400,2513,533,3046
1400000US24510160500,3070,417,3487
1400000US24510160600,2204,457,2661
1400000US24510160700,4045,671,4716
1400000US24510160801,2695,773,3468
1400000US24510160802,2617,730,3347
1400000US24510170100,1274,298,1572
1400000US24510170200,3367,243,3610
1400000US24510170300,1949,209,2158
1400000US24510180100,1798,275,2073
1400000US24510180200,793,129,922
1400000US24510180300,1371,244,1615
1400000US24510190100,1826,250,2076
1400000US24510190200,1644,327,1971
1400000US24510190300,1272,473,1745
1400000US24510200100,1507,367,1874
1400000US24510200200,1767,233,2000
1400000US24510200300,1525,289,1814
1400000US24510200400,1508,320,1828
1400000US24510200500,2302,722,3024
1400000US24510200600,2356,595,2951
1400000US24510200701,3612,297,3909
1400000US24510200702,1236,137,1373
1400000US24510200800,1962,357,2319
1400000US24510210100,1772,278,2050
1400000US24510210200,2993,571,3564
1400000US24510220100,3562,180,3742
1400000US24510230100,1920,68,1988
1400000US24510230200,1752,158,1910
1400000US24510230300,783,182,965
1400000US24510240100,2427,147,2574
1400000US24510240200,2546,141,2687
1400000US24510240300,1816,96,1912
1400000US24510240400,2438,174,2612
1400000US24510250101,3412,414,3826
1400000US24510250102,2501,357,2858
1400000US24510250103,3290,641,3931
1400000US24510250203,2045,259,2304
1400000US24510250204,4382,557,4939
1400000US24510250205,3751,1089,4840
1400000US24510250206,2000,515,2515
1400000US24510250207,2294,370,2664
1400000US24510250301,2319,266,2585
1400000US24510250303,1491,544,2035
1400000US24510250401,2834,571,3405
1400000US24510250402,4605,1142,5747
1400000US24510250500,3674,1150,4824
1400000US24510250600,0,0,0
1400000US24510260101,4219,757,4976
1400000US24510260102,4504,571,5075
1400000US24510260201,4320,668,4988
1400000US24510260202,4582,1068,5650
1400000US24510260203,2170,412,2582
1400000US24510260301,4060,513,4573
1400000US24510260302,5403,1068,6471
1400000US24510260303,523,104,627
1400000US24510260401,2391,888,3279
1400000US24510260402,2198,217,2415
1400000US24510260403,1788,348,2136
1400000US24510260404,1415,959,2374
1400000US24510260501,3461,1524,4985
1400000US24510260604,946,204,1150
1400000US24510260605,3745,851,4596
1400000US24510260700,1311,1035,2346
1400000US24510260800,1698,1171,2869
1400000US24510260900,2037,406,2443
1400000US24510261000,1949,1148,3097
1400000US24510261100,1678,160,1838
1400000US24510270101,1540,285,1825
1400000US24510270102,3166,372,3538
1400000US24510270200,1616,189,1805
1400000US24510270301,2522,344,2866
1400000US24510270302,1328,256,1584
1400000US24510270401,4417,415,4832
1400000US24510270402,2763,350,3113
1400000US24510270501,4238,198,4436
1400000US24510270502,3829,460,4289
1400000US24510270600,3722,446,4168
1400000US24510270701,2323,494,2817
1400000US24510270702,1570,555,2125
1400000US24510270703,2636,363,2999
1400000US24510270801,4112,542,4654
1400000US24510270802,4564,760,5324
1400000US24510270803,5372,765,6137
1400000US24510270804,2571,515,3086
1400000US24510270805,4498,510,5008
1400000US24510270901,3600,695,4295
1400000US24510270902,4110,512,4622
1400000US24510270903,4424,507,4931
1400000US24510271001,1842,334,2176
1400000US24510271002,3479,654,4133
1400000US24510271101,2081,164,2245
1400000US24510271102,3919,267,4186
1400000US24510271200,5711,244,5955
1400000US24510271300,2721,67,2788
1400000US24510271400,3478,106,3584
1400000US24510271501,3920,261,4181
1400000US24510271503,809,10,819
1400000US24510271600,4126,791,4917
1400000US24510271700,4514,580,5094
1400000US24510271801,3032,300,3332
1400000US24510271802,2586,635,3221
1400000US24510271900,3403,418,3821
1400000US24510272003,5351,457,5808
1400000US24510272004,3744,606,4350
1400000US24510272005,2968,131,3099
1400000US24510272006,3380,373,3753
1400000US24510272007,3543,691,4234
1400000US24510280101,3172,483,3655
1400000US24510280102,4836,913,5749
1400000US24510280200,4440,673,5113
1400000US24510280301,3434,574,4008
1400000US24510280302,1908,321,2229
1400000US24510280401,3284,239,3523
1400000US24510280402,1593,266,1859
1400000US24510280403,4767,626,5393
1400000US24510280404,1790,251,2041
1400000US24510280500,2084,161,2245
1400000US24033806706,2637,460,3097
1400000US24033806708,4135,350,4485
1400000US24033806710,4591,1084,5675
1400000US24033806711,3436,1176,4612
1400000US24033806712,2333,813,3146
1400000US24033806713,2748,850,3598
1400000US24033806714,2156,1074,3230
1400000US24033806800,3413,528,3941
1400000US24033806900,3603,411,4014
1400000US24033807000,4489,1034,5523
1400000US24033807102,2187,391,2578
1400000US24033807200,14871,539,15410
1400000US24033807301,2926,589,3515
1400000US24033807304,1773,452,2225
1400000US24033807305,2588,961,3549
1400000US24033807404,4020,695,4715
1400000US24033807405,4914,677,5591
1400000US24033807407,5467,821,6288
1400000US24033807408,5162,270,5432
1400000US24033807409,2845,941,3786
1400000US24033807410,3050,916,3966
1400000US24035810100,2634,327,2961
1400000US24035810200,1987,518,2505
1400000US24035810300,4264,202,4466
1400000US24035810400,5725,147,5872
1400000US24035810500,4142,173,4315
1400000US24035810600,4739,188,4927
1400000US24035810700,3635,265,3900
1400000US24035810800,5293,210,5503
1400000US24035810901,4772,338,5110
1400000US24035810902,2959,102,3061
1400000US24035811000,3928,811,4739
1400000US24035990000,0,0,0
1400000US24035990100,0,0,0
1400000US24035990200,0,0,0
1400000US24037875000,6187,214,6401
1400000US24037875100,3971,470,4441
1400000US24037875201,4759,286,5045
1400000US24037875202,5739,434,6173
1400000US24037875300,3097,239,3336
1400000US24037875400,6542,501,7043
1400000US24037875500,6693,1277,7970
1400000US24037875600,7487,679,8166
1400000US24037875700,6443,622,7065
1400000US24037875801,643,5,648
1400000US24037875802,3391,304,3695
1400000US24037875901,6200,545,6745
1400000US24037875902,6908,729,7637
1400000US24037876001,4720,762,5482
1400000US24037876002,7539,459,7998
1400000US24037876100,6576,671,7247
1400000US24037876200,6546,289,6835
1400000US24037990000,0,0,0
1400000US24039930101,5913,1235,7148
1400000US24039930102,3148,324,3472
1400000US24039930200,1421,143,1564
1400000US24039930300,2282,238,2520
1400000US24039930500,3345,607,3952
1400000US24039930600,2615,292,2907
1400000US24039980400,17,38,55
1400000US24039990100,0,0,0
1400000US24041960100,4024,439,4463
1400000US24041960201,3947,138,4085
1400000US24041960300,2769,590,3359
1400000US24041960400,4181,973,5154
1400000US24041960501,4158,563,4721
1400000US24041960502,3622,467,4089
1400000US24041960600,1656,135,1791
1400000US24041960700,3149,301,3450
1400000US24041960800,1627,365,1992
1400000US24041960900,3769,428,4197
1400000US24041990000,0,0,0
1400000US24043000100,2572,501,3073
1400000US24043000200,3310,372,3682
1400000US24043000301,2681,470,3151
1400000US24043000302,2742,467,3209
1400000US24043000400,1738,225,1963
1400000US24043000500,4658,980,5638
1400000US24043000601,2135,365,2500
1400000US24043000602,2666,245,2911
1400000US24043000700,2427,593,3020
1400000US24043000800,3197,421,3618
1400000US24043000900,3133,381,3514
1400000US24043001001,4835,306,5141
1400000US24043001002,3854,299,4153
1400000US24043010100,1118,118,1236
1400000US24043010200,3826,832,4658
1400000US24043010300,6760,881,7641
1400000US24043010400,7121,726,7847
1400000US24043010500,5666,410,6076
1400000US24043010600,4454,632,5086
1400000US24043010700,3388,299,3687
1400000US24043010801,3838,230,4068
1400000US24043010802,2160,188,2348
1400000US24043010900,7808,605,8413
1400000US24043011000,0,0,0
1400000US24043011100,5014,731,5745
1400000US24043011201,8393,736,9129
1400000US24043011202,3878,444,4322
1400000US24043011301,4725,333,5058
1400000US24043011302,3680,229,3909
1400000US24043011400,5123,317,5440
1400000US24043011500,7263,669,7932
1400000US24043011600,2507,283,2790
1400000US24045000100,4111,1836,5947
1400000US24045000200,1820,383,2203
1400000US24045000300,1265,391,1656
1400000US24045000400,4286,574,4860
1400000US24045000500,2018,163,2181
1400000US24045010101,5031,794,5825
1400000US24045010102,2335,273,2608
1400000US24045010200,5429,1214,6643
1400000US24045010300,7858,419,8277
1400000US24045010400,5821,517,6338
1400000US24045010501,4016,713,4729
1400000US24045010502,6893,1042,7935
1400000US24045010603,6489,922,7411
1400000US24045010604,4389,703,5092
1400000US24045010605,3896,359,4255
1400000US24045010606,3455,277,3732
1400000US24045010701,3771,337,4108
1400000US24045010702,7110,1031,8141
1400000US24045010800,5171,630,5801
1400000US24047950000,1510,94,1604
1400000US24047950100,2086,173,2259
1400000US24047950300,2917,338,3255
1400000US24047950400,2847,224,3071
1400000US24047950600,2623,225,2848
1400000US24047950700,1695,318,2013
1400000US24047950800,5580,220,5800
1400000US24047950900,1587,293,1880
1400000US24047951000,3137,996,4133
1400000US24047951100,5499,379,5878
1400000US24047951200,3234,442,3676
1400000US24047951300,2437,191,2628
1400000US24047951400,3061,382,3443
1400000US24047951500,4403,691,5094
1400000US24047951700,2736,372,3108
1400000US24047980000,0,0,0
1400000US24047990000,0,0,0
1400000US24510010100,2583,218,2801
1400000US24510010200,2719,814,3533
1400000US24510010300,2045,181,2226
1400000US24510010400,1927,103,2030
1400000US24510010500,1818,170,1988
1400000US24510020100,1692,572,2264
1400000US24510020200,1512,490,2002
1400000US24510020300,3340,174,3514
1400000US24510030100,2015,410,2425
1400000US24510030200,2119,217,2336
1400000US24510040100,3181,100,3281
1400000US24510040200,921,127,1048
1400000US24510060100,2168,934,3102
1400000US24510060200,2396,771,3167
1400000US24510060300,1594,152,1746
1400000US24510060400,1212,288,1500
1400000US24510070100,2940,326,3266
1400000US24510070200,3086,776,3862
1400000US24510070300,1075,62,1137
1400000US24510070400,1077,146,1223
1400000US24510080101,2862,509,3371
1400000US24510080102,1995,454,2449
1400000US24510080200,1159,101,1260
1400000US24510080301,1542,158,1700
1400000US24510080302,2637,305,2942
1400000US24510080400,1067,256,1323
1400000US24510080500,1291,301,1592
1400000US24510080600,1935,342,2277
1400000US24510080700,679,190,869
1400000US24510080800,821,169,990
1400000US24510090100,3985,707,4692
1400000US24510090200,3108,374,3482
1400000US24510090300,3511,627,4138
1400000US24510090400,1215,182,1397
1400000US24510090500,1708,486,2194
1400000US24510090600,2652,588,3240
1400000US24510090700,3146,502,3648
1400000US24510090800,3102,588,3690
1400000US24510090900,2087,345,2432
1400000US24510100100,1875,368,2243
1400000US24510100200,2771,250,3021
1400000US24510100300,0,0,0
1400000US24031700903,1679,232,1911
1400000US24031700904,2348,506,2854
1400000US24031700905,3772,187,3959
1400000US24031701001,4799,476,5275
1400000US24031701002,3658,35,3693
1400000US24031701004,4654,341,4995
1400000US24031701005,3105,176,3281
1400000US24031701006,4972,235,5207
1400000US24031701007,3030,176,3206
1400000US24031701101,3757,646,4403
1400000US24031701102,5383,961,6344
1400000US24031701201,4687,661,5348
1400000US24031701202,2593,85,2678
1400000US24031701205,5964,352,6316
1400000US24031701206,6163,341,6504
1400000US24031701210,3846,174,4020
1400000US24031701211,5625,504,6129
1400000US24031701212,2569,79,2648
1400000US24031701213,5781,144,5925
1400000US24031701214,2364,222,2586
1400000US24031701215,4151,95,4246
1400000US24031701216,3621,334,3955
1400000US24031701218,2194,155,2349
1400000US24031701219,2378,582,2960
1400000US24031701220,4091,177,4268
1400000US24031701221,4176,168,4344
1400000US24031701303,3624,169,3793
1400000US24031701304,5751,335,6086
1400000US24031701306,2863,173,3036
1400000US24031701307,3503,227,3730
1400000US24031701308,2709,212,2921
1400000US24031701312,5789,295,6084
1400000US24031701313,3341,302,3643
1400000US24031701314,2802,181,2983
1400000US24031701315,4169,490,4659
1400000US24031701316,5414,273,5687
1400000US24031701317,4164,91,4255
1400000US24031701407,5115,425,5540
1400000US24031701408,5876,540,6416
1400000US24031701409,4022,178,4200
1400000US24031701410,6330,595,6925
1400000US24031701414,6229,852,7081
1400000US24031701415,6413,1137,7550
1400000US24031701417,5231,639,5870
1400000US24031701418,3003,470,3473
1400000US24031701420,5882,733,6615
1400000US24031701421,1435,472,1907
1400000US24031701422,2142,697,2839
1400000US24031701423,3803,931,4734
1400000US24031701503,6149,789,6938
1400000US24031701505,5478,1463,6941
1400000US24031701506,4549,436,4985
1400000US24031701507,4678,320,4998
1400000US24031701508,3107,683,3790
1400000US24031701509,4109,1337,5446
1400000US24031701601,1607,551,2158
1400000US24031701602,4065,2767,6832
1400000US24031701701,2849,232,3081
1400000US24031701702,1936,547,2483
1400000US24031701703,2942,766,3708
1400000US24031701704,2530,287,2817
1400000US24031701800,3944,696,4640
1400000US24031701900,1864,1337,3201
1400000US24031702000,3333,2109,5442
1400000US24031702101,3889,1705,5594
1400000US24031702102,2746,106,2852
1400000US24031702200,3919,197,4116
1400000US24031702301,2886,1442,4328
1400000US24031702302,3554,792,4346
1400000US24031702401,2230,254,2484
1400000US24031702402,4026,255,4281
1400000US24031702500,4391,854,5245
1400000US24031702601,4046,335,4381
1400000US24031702602,3881,756,4637
1400000US24031702700,5146,1322,6468
1400000US24031702800,4370,209,4579
1400000US24031702900,5336,181,5517
1400000US24031703000,1648,137,1785
1400000US24031703100,3544,715,4259
1400000US24031703201,6487,1110,7597
1400000US24031703202,5428,592,6020
1400000US24031703206,3283,568,3851
1400000US24031703207,4175,1739,5914
1400000US24031703208,4846,257,5103
1400000US24031703209,4654,971,5625
1400000US24031703210,3043,441,3484
1400000US24031703212,6667,1141,7808
1400000US24031703213,4440,1264,5704
1400000US24031703214,5214,1558,6772
1400000US24031703215,2579,718,3297
1400000US24031703216,3319,219,3538
1400000US24031703218,1737,0,1737
1400000US24031703219,3383,51,3434
1400000US24031703220,4052,495,4547
1400000US24031703221,4060,587,4647
1400000US24031703301,2972,1361,4333
1400000US24031703302,3040,1377,4417
1400000US24031703401,3783,1520,5303
1400000US24031703402,2827,575,3402
1400000US24031703403,2462,1117,3579
1400000US24031703404,2141,838,2979
1400000US24031703501,4502,2222,6724
1400000US24031703502,2603,746,3349
1400000US24031703601,3839,771,4610
1400000US24031703602,2658,208,2866
1400000US24031703701,2834,1108,3942
1400000US24031703702,2854,1022,3876
1400000US24031703800,2302,573,2875
1400000US24031703901,2823,172,2995
1400000US24031703902,5505,1727,7232
1400000US24031704000,5740,886,6626
1400000US24031704100,4231,81,4312
1400000US24031704200,1799,107,1906
1400000US24031704300,3520,81,3601
1400000US24031704401,2859,197,3056
1400000US24031704403,1364,94,1458
1400000US24031704404,4939,150,5089
1400000US24031704501,3152,152,3304
1400000US24031704502,2585,49,2634
1400000US24031704503,3690,151,3841
1400000US24031704600,5046,146,5192
1400000US24031704700,3728,130,3858
1400000US24031704803,2995,301,3296
1400000US24031704804,1281,52,1333
1400000US24031704805,1368,174,1542
1400000US24031704806,2923,55,2978
1400000US24031705000,3827,92,3919
1400000US24031705100,4942,81,5023
1400000US24031705200,3332,13,3345
1400000US24031705300,1911,22,1933
1400000US24031705400,2809,32,2841
1400000US24031705501,2349,58,2407
1400000US24031705502,3843,98,3941
1400000US24031705601,2746,32,2778
1400000US24031705602,4123,172,4295
1400000US24031705701,4171,24,4195
1400000US24031705702,4351,65,4416
1400000US24031705800,5992,381,6373
1400000US24031705901,3770,41,3811
1400000US24031705902,4119,164,4283
1400000US24031705903,4482,65,4547
1400000US24031706005,4336,346,4682
1400000US24031706007,6570,492,7062
1400000US24031706008,5125,58,5183
1400000US24031706009,5491,209,5700
1400000US24031706010,2601,66,2667
1400000US24031706011,5053,111,5164
1400000US24031706012,2978,153,3131
1400000US24031706013,2751,102,2853
1400000US24033800102,2614,538,3152
1400000US24033800103,1671,539,2210
1400000US24033800105,3160,615,3775
1400000US24033800106,2174,284,2458
1400000US24033800108,2507,513,3020
1400000US24033800109,3333,713,4046
1400000US24033800203,3920,603,4523
1400000US24033800206,3543,541,4084
1400000US24033800208,6933,646,7579
1400000US24033800209,2737,702,3439
1400000US24033800210,2466,709,3175
1400000US24033800211,2194,463,2657
1400000US24033800212,3441,462,3903
1400000US24033800213,3417,472,3889
1400000US24033800214,1925,390,2315
1400000US24033800215,2164,395,2559
1400000US24033800401,2652,334,2986
1400000US24033800402,4516,281,4797
1400000US24033800403,3807,234,4041
1400000US24033800408,6253,504,6757
1400000US24033800409,5521,693,6214
1400000US24033800410,6009,599,6608
1400000US24033800411,3665,396,4061
1400000US24033800412,2514,694,3208
1400000US24033800413,3210,354,3564
1400000US24033800504,4500,292,4792
