GEOID,MHHI12,MHHI17
1400000US24017850300,89712,72163
1400000US24017850400,74818,77207
1400000US24017850500,107750,107875
1400000US24017850600,106840,104145
1400000US24017850706,109153,124426
1400000US24017850708,123164,115179
1400000US24017850709,77143,86540
1400000US24017850710,122982,118438
1400000US24017850711,68311,77310
1400000US24017850712,121027,120673
1400000US24017850713,113011,137202
1400000US24017850801,107056,110000
1400000US24017850802,68685,73088
1400000US24017850901,44111,40493
1400000US24017850902,85797,89777
1400000US24017850904,106165,106563
1400000US24017850905,97731,90846
1400000US24017850906,49967,51536
1400000US24017851001,96115,82059
1400000US24017851002,96068,91875
1400000US24033800505,87353,111211
1400000US24033800507,95505,104792
1400000US24033800509,101202,104403
1400000US24033800511,99203,96635
1400000US24033800513,97173,111480
1400000US24033800514,170664,157000
1400000US24033800515,91364,95682
1400000US24033800516,85785,88141
1400000US24033800517,163468,141957
1400000US24033800518,160300,172061
1400000US24033800519,110484,104931
1400000US24033800520,99563,88375
1400000US24033800601,103897,76587
1400000US24033800604,104071,85990
1400000US24033800605,115000,104313
1400000US24033800606,80962,92442
1400000US24033800607,130484,129837
1400000US24033800608,150899,150375
1400000US24033800701,121145,130306
1400000US24033800704,92298,89188
1400000US24033800705,114816,130066
1400000US24033800706,121029,135568
1400000US24033800707,100909,86080
1400000US24033800800,104728,116919
1400000US24033800900,67153,65400
1400000US24033801003,84900,107917
1400000US24033801004,112191,129231
1400000US24033801005,127500,126285
1400000US24033801006,106681,107656
1400000US24033801104,54107,72862
1400000US24033801207,129712,110685
1400000US24033801208,116000,115313
1400000US24033801209,98442,102168
1400000US24033801210,82632,100417
1400000US24033801211,96544,99464
1400000US24033801212,93560,101029
1400000US24033801213,88209,109196
1400000US24033801214,83132,71940
1400000US24033801215,106658,104779
1400000US24033801216,85357,107979
1400000US24033801217,103250,124609
1400000US24033801302,113125,123822
1400000US24033801305,97045,122091
1400000US24033801307,128718,111786
1400000US24033801308,112773,114167
1400000US24033801309,127700,139702
1400000US24033801310,138670,114087
1400000US24033801311,97237,115492
1400000US24033801312,81518,89036
1400000US24033801313,115833,102159
1400000US24033801404,73633,80349
1400000US24033801405,64605,67359
1400000US24033801406,65297,80357
1400000US24033801407,85321,86813
1400000US24033801408,64053,61573
1400000US24033801409,55495,75568
1400000US24033801410,112340,102153
1400000US24033801411,91583,91673
1400000US24033801500,71645,77667
1400000US24033801600,51623,42338
1400000US24033801701,68663,65547
1400000US24033801702,54111,70797
1400000US24033801704,55413,50063
1400000US24033801706,64659,69821
1400000US24033801707,59844,52381
1400000US24033801708,63867,54468
1400000US24033801801,48036,45425
1400000US24033801802,51538,47457
1400000US24033801804,75950,80476
1400000US24033801805,50788,54871
1400000US24033801807,58408,65460
1400000US24033801808,55378,58839
1400000US24033801901,90750,83333
1400000US24033801904,59498,49643
1400000US24033801905,90598,93388
1400000US24033801906,63267,56806
1400000US24033801907,57475,54564
1400000US24033801908,57778,61080
1400000US24033802001,53809,63185
1400000US24033802002,71042,74125
1400000US24033802103,83008,85563
1400000US24033802104,42333,67414
1400000US24033802106,52700,47768
1400000US24033802107,54609,55779
1400000US24033802201,59643,70000
1400000US24033802203,51068,61648
1400000US24033802204,79086,84450
1400000US24033802301,83700,69152
1400000US24033802404,50094,43350
1400000US24033802405,52129,61865
1400000US24033802406,56964,54963
1400000US24033802407,50810,51712
1400000US24033802408,43314,51958
1400000US24033802501,53565,56167
1400000US24033802502,71190,63704
1400000US24033802600,53136,57284
1400000US24033802700,47833,58403
1400000US24033802803,54840,62095
1400000US24033802804,66769,62308
1400000US24033802805,59500,67667
1400000US24033802901,44984,47260
1400000US24033803001,69125,67000
1400000US24033803002,64145,65461
1400000US24033803100,61214,53800
1400000US24033803200,52000,52675
1400000US24033803300,63375,54989
1400000US24033803401,49375,50481
1400000US24033803402,55000,43657
1400000US24033803508,42764,83831
1400000US24033803509,44873,44516
1400000US24033803512,85567,94191
1400000US24033803513,73393,72244
1400000US24033803514,84792,79506
1400000US24033803516,106172,126509
1400000US24033803519,79100,91389
1400000US24033803520,106438,119479
1400000US24033803521,103357,124125
1400000US24033803522,103438,100317
1400000US24033803523,125104,128594
1400000US24033803524,81696,72218
1400000US24033803525,52721,60635
1400000US24033803526,77969,84350
1400000US24033803527,99914,86389
1400000US24033803601,95357,89286
1400000US24033803602,66288,61538
1400000US24033803605,78696,79110
1400000US24033803606,78750,72806
1400000US24033803607,107292,85714
1400000US24033803608,62025,74036
1400000US24033803610,50346,67167
1400000US24033803612,49783,60299
1400000US24033803613,52482,57645
1400000US24033803700,62143,70446
1400000US24033803801,67143,76500
1400000US24033803803,65970,65917
1400000US24033803900,69000,67083
1400000US24033804001,40663,35853
1400000US24033804002,55847,62215
1400000US24033804101,72083,70938
1400000US24033804102,53490,67773
1400000US24033804200,100000,117665
1400000US24033804300,40417,46773
1400000US24033804400,60034,59911
1400000US24033804600,46083,78798
1400000US24033804700,80147,74783
1400000US24033804801,40444,41455
1400000US24033804802,36838,53082
1400000US24033804900,52853,69190
1400000US24033805000,70407,53778
1400000US24033805101,49228,51250
1400000US24033805201,50318,51172
1400000US24033805202,53494,55824
1400000US24033805500,74310,49917
1400000US24033805601,39620,50271
1400000US24033805602,53276,72574
1400000US24033805700,54222,58421
1400000US24033805801,78295,103194
1400000US24033805802,65909,66473
1400000US24033805904,55603,74107
1400000US24033805906,48905,55781
1400000US24033805907,54090,60985
1400000US24033805908,49758,56469
1400000US24033805909,44978,64441
1400000US24033806000,53732,71576
1400000US24033806100,62792,76922
1400000US24033806200,76771,74821
1400000US24033806300,54732,78258
1400000US24033806400,134868,130893
1400000US24033806501,52520,58929
1400000US24033806601,54708,47939
1400000US24033806602,59282,70806
1400000US24510110100,40996,49411
1400000US24510110200,34141,42167
1400000US24510120100,59107,62266
1400000US24510120201,55034,73625
1400000US24510120202,25373,36552
1400000US24510120300,39472,49628
1400000US24510120400,38214,38194
1400000US24510120500,33906,52596
1400000US24510120600,16505,20164
1400000US24510120700,51250,57381
1400000US24510130100,21875,28095
1400000US24510130200,34789,46086
1400000US24510130300,35000,34118
1400000US24510130400,29040,27393
1400000US24510130600,58030,89363
1400000US24510130700,53796,57368
1400000US24510130803,56434,55398
1400000US24510130804,51667,65188
1400000US24510130805,50333,49545
1400000US24510130806,54297,84444
1400000US24510140100,34859,50750
1400000US24510140200,15265,24282
1400000US24510140300,19722,27337
1400000US24510150100,17270,20269
1400000US24510150200,25156,40313
1400000US24510150300,30377,38617
1400000US24510150400,35739,32868
1400000US24510150500,29500,34583
1400000US24510150600,22188,26782
1400000US24510150701,47019,45357
1400000US24510150702,44250,40529
1400000US24510150800,34530,35095
1400000US24510150900,40583,54410
1400000US24510151000,30589,39369
1400000US24510151100,41918,46389
1400000US24510151200,13635,20276
1400000US24510151300,30845,26538
1400000US24510160100,18028,25772
1400000US24510160200,35167,26331
1400000US24510160300,24447,21017
1400000US24510160400,31912,23417
1400000US24510160500,29438,36333
1400000US24510160600,23411,33586
1400000US24510160700,28725,36097
1400000US24510160801,42564,40260
1400000US24510160802,30417,42297
1400000US24510170100,33065,27000
1400000US24510170200,9608,14707
1400000US24510170300,20292,22574
1400000US24510180100,15625,15662
1400000US24510180200,16302,22778
1400000US24510180300,24531,36458
1400000US24510190100,31341,20000
1400000US24510190200,44375,36875
1400000US24510190300,17320,20352
1400000US24510200100,32045,32636
1400000US24510200200,25385,29974
1400000US24510200300,21726,21890
1400000US24510200400,30383,30365
1400000US24510200500,30246,20982
1400000US24510200600,31514,33550
1400000US24510200701,35169,37194
1400000US24510200702,30313,27328
1400000US24510200800,28826,38750
1400000US24510210100,52951,44583
1400000US24510210200,42532,32000
1400000US24510220100,59309,69245
1400000US24510230100,65833,61563
1400000US24510230200,76397,105511
1400000US24510230300,49479,103889
1400000US24510240100,105833,119353
1400000US24510240200,111167,126597
1400000US24510240300,114844,115078
1400000US24510240400,82568,102107
1400000US24510250101,47633,54853
1400000US24510250102,31014,48950
1400000US24510250103,40027,38109
1400000US24510250203,34844,38009
1400000US24510250204,13297,14520
1400000US24510250205,45829,40453
1400000US24510250206,56667,53079
1400000US24510250207,31425,30688
1400000US24510250301,29777,28917
1400000US24510250303,40870,33833
1400000US24510250401,33333,41622
1400000US24510250402,29635,42163
1400000US24510250500,37599,37258
1400000US24510250600,,
1400000US24510260101,44466,50981
1400000US24510260102,50588,52560
1400000US24510260201,39737,34417
1400000US24510260202,26724,38347
1400000US24510260203,33808,37500
1400000US24510260301,44904,37409
1400000US24510260302,49961,31097
1400000US24510260303,18052,17898
1400000US24510260401,25567,32105
1400000US24510260402,40994,42231
1400000US24510260403,37984,31657
1400000US24510260404,43844,35900
1400000US24510260501,44113,53911
1400000US24510260604,22594,22027
1400000US24510260605,34769,37326
1400000US24510260700,34429,56818
1400000US24510260800,35674,44519
1400000US24510260900,80282,99932
1400000US24510261000,40732,53194
1400000US24510261100,95347,111458
1400000US24510270101,60409,65469
1400000US24510270102,50563,66581
1400000US24510270200,64697,68036
1400000US24510270301,57813,67379
1400000US24510270302,65893,68839
1400000US24510270401,56798,61786
1400000US24510270402,66152,72759
1400000US24510270501,69788,59167
1400000US24510270502,58902,64375
1400000US24510270600,58768,58972
1400000US24510270701,32231,42176
1400000US24510270702,42162,50651
1400000US24510270703,66250,63448
1400000US24510270801,53193,52546
1400000US24510270802,44192,50084
1400000US24510270803,43153,52900
1400000US24510270804,43684,51268
1400000US24510270805,43481,56412
1400000US24510270901,48125,51355
1400000US24510270902,63258,62946
1400000US24510270903,49361,44085
1400000US24510271001,36534,35707
1400000US24510271002,33739,38358
1400000US24510271101,45909,47188
1400000US24510271102,160259,209167
1400000US24510271200,114676,135441
1400000US24510271300,125185,145966
1400000US24510271400,105833,119167
1400000US24510271501,103333,87422
1400000US24510271503,92083,71848
1400000US24510271600,30594,28161
1400000US24510271700,28087,40694
1400000US24510271801,26466,26938
1400000US24510271802,33071,29688
1400000US24510271900,57458,52200
1400000US24510272003,61818,64984
1400000US24510272004,51897,38125
1400000US24510272005,53668,60250
1400000US24510272006,25189,30304
1400000US24510272007,38750,40455
1400000US24510280101,44116,45458
1400000US24510280102,34235,47527
1400000US24510280200,47451,62857
1400000US24510280301,32487,40900
1400000US24510280302,36146,42005
1400000US24510280401,50565,51309
1400000US24510280402,42826,40781
1400000US24510280403,52062,60061
1400000US24510280404,39938,39479
1400000US24510280500,9627,15000
1400000US24033806706,76429,65043
1400000US24033806708,49804,69481
1400000US24033806710,69167,78987
1400000US24033806711,54545,63358
1400000US24033806712,77125,87830
1400000US24033806713,43762,62524
1400000US24033806714,57132,61169
1400000US24033806800,103750,100129
1400000US24033806900,74977,88194
1400000US24033807000,42679,37970
1400000US24033807102,68864,99881
1400000US24033807200,17887,32045
1400000US24033807301,61146,60943
1400000US24033807304,87163,94191
1400000US24033807305,76287,97500
1400000US24033807404,80240,84792
1400000US24033807405,74615,96122
1400000US24033807407,86815,77417
1400000US24033807408,83977,86833
1400000US24033807409,54917,73125
1400000US24033807410,57692,64444
1400000US24035810100,51133,59145
1400000US24035810200,69519,63914
1400000US24035810300,73226,68432
1400000US24035810400,91667,105699
1400000US24035810500,82188,92557
1400000US24035810600,96250,109327
1400000US24035810700,86261,90707
1400000US24035810800,85603,95951
1400000US24035810901,104730,113500
1400000US24035810902,92136,91444
1400000US24035811000,79695,80324
1400000US24035990000,,
1400000US24035990100,,
1400000US24035990200,,
1400000US24037875000,91927,99547
1400000US24037875100,84198,88438
1400000US24037875201,86055,96803
1400000US24037875202,89163,96619
1400000US24037875300,74833,56623
1400000US24037875400,86250,98929
1400000US24037875500,92871,102632
1400000US24037875600,92229,98182
1400000US24037875700,101342,93949
1400000US24037875801,55833,59318
1400000US24037875802,100650,100804
1400000US24037875901,84458,81500
1400000US24037875902,64196,51909
1400000US24037876001,52134,57665
1400000US24037876002,85247,79239
1400000US24037876100,105595,100685
1400000US24037876200,81916,92130
1400000US24037990000,,
1400000US24039930101,26662,27384
1400000US24039930102,53083,53591
1400000US24039930200,38958,35735
1400000US24039930300,47336,43250
1400000US24039930500,54341,53161
1400000US24039930600,35865,30465
1400000US24039980400,31944,
1400000US24039990100,,
1400000US24041960100,67000,84583
1400000US24041960201,77868,93618
1400000US24041960300,43056,40759
1400000US24041960400,49233,41650
1400000US24041960501,82179,79853
1400000US24041960502,78151,70368
1400000US24041960600,77763,78750
1400000US24041960700,59485,74219
1400000US24041960800,54760,70402
1400000US24041960900,63846,77854
1400000US24041990000,,
1400000US24043000100,64091,61063
1400000US24043000200,58220,58417
1400000US24043000301,40603,41800
1400000US24043000302,27679,42078
1400000US24043000400,16518,20802
1400000US24043000500,31554,41439
1400000US24043000601,38051,42102
1400000US24043000602,41433,45543
1400000US24043000700,24232,22791
1400000US24043000800,33721,41962
1400000US24043000900,29607,28125
1400000US24043001001,38877,44401
1400000US24043001002,59656,68348
1400000US24043010100,51181,57188
1400000US24043010200,74375,76769
1400000US24043010300,66159,76649
1400000US24043010400,64922,68401
1400000US24043010500,57708,52167
1400000US24043010600,68227,60104
1400000US24043010700,45776,49007
1400000US24043010801,56406,55139
1400000US24043010802,47015,51681
1400000US24043010900,74276,74661
1400000US24043011000,,
1400000US24043011100,51023,50332
1400000US24043011201,65719,59141
1400000US24043011202,61277,62500
1400000US24043011301,71677,78080
1400000US24043011302,84444,98030
1400000US24043011400,69207,63527
1400000US24043011500,70563,88190
1400000US24043011600,63424,74414
1400000US24045000100,37908,36819
1400000US24045000200,35417,53342
1400000US24045000300,25071,25704
1400000US24045000400,37292,45742
1400000US24045000500,37431,33924
1400000US24045010101,55769,46863
1400000US24045010102,46381,53064
1400000US24045010200,31538,36932
1400000US24045010300,87926,98590
1400000US24045010400,54537,52054
1400000US24045010501,55805,68652
1400000US24045010502,39528,38805
1400000US24045010603,56471,55045
1400000US24045010604,50373,52523
1400000US24045010605,89886,84671
1400000US24045010606,64497,63906
1400000US24045010701,60192,59375
1400000US24045010702,52209,59262
1400000US24045010800,60100,72755
1400000US24047950000,52991,51042
1400000US24047950100,67188,81500
1400000US24047950300,47545,52005
1400000US24047950400,78373,71889
1400000US24047950600,67083,74571
1400000US24047950700,76927,73912
1400000US24047950800,66737,68347
1400000US24047950900,36968,70625
1400000US24047951000,53234,43917
1400000US24047951100,76212,65946
1400000US24047951200,56192,74844
1400000US24047951300,40327,36832
1400000US24047951400,61107,55742
1400000US24047951500,34078,35943
1400000US24047951700,55000,58425
1400000US24047980000,,
1400000US24047990000,,
1400000US24510010100,84677,95625
1400000US24510010200,68264,109102
1400000US24510010300,86979,137275
1400000US24510010400,76528,112059
1400000US24510010500,96875,92000
1400000US24510020100,76143,88553
1400000US24510020200,60897,80221
1400000US24510020300,68876,96667
1400000US24510030100,16899,28227
1400000US24510030200,64107,88077
1400000US24510040100,49534,61754
1400000US24510040200,9801,56250
1400000US24510060100,57303,55781
1400000US24510060200,49403,66371
1400000US24510060300,58240,57679
1400000US24510060400,31731,51932
1400000US24510070100,41766,33750
1400000US24510070200,24837,28510
1400000US24510070300,20250,28566
1400000US24510070400,15658,19034
1400000US24510080101,53542,60511
1400000US24510080102,38995,34167
1400000US24510080200,21964,28958
1400000US24510080301,33929,38553
1400000US24510080302,22218,33429
1400000US24510080400,23299,23472
1400000US24510080500,33914,29583
1400000US24510080600,27305,34881
1400000US24510080700,15500,30278
1400000US24510080800,29667,33750
1400000US24510090100,31829,44904
1400000US24510090200,71515,66552
1400000US24510090300,36094,40231
1400000US24510090400,28008,31696
1400000US24510090500,34167,42347
1400000US24510090600,36109,46037
1400000US24510090700,29050,30242
1400000US24510090800,27113,34185
1400000US24510090900,14247,23816
1400000US24510100100,24665,24146
1400000US24510100200,10013,14452
1400000US24510100300,,
1400000US24031700903,78417,74444
1400000US24031700904,72784,48646
1400000US24031700905,83008,73158
1400000US24031701001,98583,89892
1400000US24031701002,205170,196250
1400000US24031701004,101895,112582
1400000US24031701005,119038,148705
1400000US24031701006,124107,149539
1400000US24031701007,106550,107375
1400000US24031701101,97000,130658
1400000US24031701102,85682,84652
1400000US24031701201,81125,68601
1400000US24031701202,139696,160833
1400000US24031701205,168472,155950
1400000US24031701206,137790,170000
1400000US24031701210,173000,207143
1400000US24031701211,120811,84886
1400000US24031701212,143125,150208
1400000US24031701213,117813,114035
1400000US24031701214,83533,108125
1400000US24031701215,79153,94559
1400000US24031701216,91652,98155
1400000US24031701218,70833,77188
1400000US24031701219,66289,56006
1400000US24031701220,195568,193226
1400000US24031701221,123643,129313
1400000US24031701303,127202,154345
1400000US24031701304,123359,122569
1400000US24031701306,144714,150588
1400000US24031701307,140833,159091
1400000US24031701308,144038,175357
1400000US24031701312,133824,144811
1400000US24031701313,112635,133589
1400000US24031701314,102533,110156
1400000US24031701315,105930,109256
1400000US24031701316,113818,135648
1400000US24031701317,161171,167629
1400000US24031701407,122981,141389
1400000US24031701408,140492,120644
1400000US24031701409,144324,125694
1400000US24031701410,85583,96262
1400000US24031701414,84538,103105
1400000US24031701415,97955,102841
1400000US24031701417,60280,81809
1400000US24031701418,108503,110714
1400000US24031701420,66187,74621
1400000US24031701421,73110,79450
1400000US24031701422,43257,53308
1400000US24031701423,63681,67478
1400000US24031701503,94261,115208
1400000US24031701505,75918,85799
1400000US24031701506,129153,126705
1400000US24031701507,128750,123164
1400000US24031701508,52764,57885
1400000US24031701509,48199,54417
1400000US24031701601,54041,60938
1400000US24031701602,61005,71563
1400000US24031701701,71958,113698
1400000US24031701702,57917,50000
1400000US24031701703,82986,96985
1400000US24031701704,85071,121089
1400000US24031701800,64419,81114
1400000US24031701900,55933,67860
1400000US24031702000,48162,54250
1400000US24031702101,53372,54508
1400000US24031702102,135417,160074
1400000US24031702200,128707,134458
1400000US24031702301,64315,53182
1400000US24031702302,73367,81473
1400000US24031702401,128882,144583
1400000US24031702402,67908,68575
1400000US24031702500,61611,66868
1400000US24031702601,70341,71161
1400000US24031702602,61723,64375
1400000US24031702700,98864,94524
1400000US24031702800,91694,96372
1400000US24031702900,116875,109867
1400000US24031703000,99688,133542
1400000US24031703100,100000,111198
1400000US24031703201,97768,111264
1400000US24031703202,115133,121835
1400000US24031703206,92188,93321
1400000US24031703207,59265,58340
1400000US24031703208,119708,121477
1400000US24031703209,55188,92176
1400000US24031703210,109135,91597
1400000US24031703212,107031,104286
1400000US24031703213,49587,42955
1400000US24031703214,43942,65353
1400000US24031703215,91587,79881
1400000US24031703216,56510,54041
1400000US24031703218,50757,55354
1400000US24031703219,55512,53297
1400000US24031703220,64306,61599
1400000US24031703221,104571,103113
1400000US24031703301,71364,94583
1400000US24031703302,78614,81544
1400000US24031703401,75435,81944
1400000US24031703402,100995,81667
1400000US24031703403,72989,80188
1400000US24031703404,48578,70227
1400000US24031703501,56638,63093
1400000US24031703502,71406,82964
1400000US24031703601,81389,99907
1400000US24031703602,117500,131384
1400000US24031703701,66064,73375
1400000US24031703702,79750,100045
1400000US24031703800,56789,67321
1400000US24031703901,108875,127411
1400000US24031703902,75345,92147
1400000US24031704000,75980,82829
1400000US24031704100,157973,177443
1400000US24031704200,100694,127000
1400000US24031704300,136597,176250
1400000US24031704401,144700,184459
1400000US24031704403,86071,86920
1400000US24031704404,134732,135462
1400000US24031704501,120417,139643
1400000US24031704502,184500,201429
1400000US24031704503,160069,208220
1400000US24031704600,146116,206500
1400000US24031704700,247064,
1400000US24031704803,73884,71774
1400000US24031704804,113382,106953
1400000US24031704805,116653,96875
1400000US24031704806,84004,94623
1400000US24031705000,117336,148060
1400000US24031705100,173092,201534
1400000US24031705200,240568,
1400000US24031705300,,
1400000US24031705400,,
1400000US24031705501,106364,108011
1400000US24031705502,160500,214286
1400000US24031705601,201066,235938
1400000US24031705602,81788,96250
1400000US24031705701,149205,167683
1400000US24031705702,173646,195125
1400000US24031705800,167000,193421
1400000US24031705901,196917,227708
1400000US24031705902,186125,218417
1400000US24031705903,199250,228816
1400000US24031706005,210096,227778
1400000US24031706007,197731,237298
1400000US24031706008,,218431
1400000US24031706009,239327,
1400000US24031706010,133646,136688
1400000US24031706011,194236,204844
1400000US24031706012,66029,66778
1400000US24031706013,194886,216500
1400000US24033800102,57593,56806
1400000US24033800103,53906,54056
1400000US24033800105,80595,84022
1400000US24033800106,86333,90855
1400000US24033800108,69167,63195
1400000US24033800109,55954,63229
1400000US24033800203,126750,118920
1400000US24033800206,83793,77500
1400000US24033800208,93456,96628
1400000US24033800209,51433,51176
1400000US24033800210,64375,59681
1400000US24033800211,50851,49719
1400000US24033800212,100017,88194
1400000US24033800213,79142,83281
1400000US24033800214,58781,62796
1400000US24033800215,72792,74613
1400000US24033800401,119038,110625
1400000US24033800402,100643,105000
1400000US24033800403,121098,109545
1400000US24033800408,109022,141750
1400000US24033800409,114427,137339
1400000US24033800410,128038,126922
1400000US24033800411,87281,110139
1400000US24033800412,59703,75933
1400000US24033800413,83277,72901
1400000US24033800504,114769,115139
